testcase,controllerType,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,heuristic,comments,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
BW-6-2,mono,46658.0,46657.0,381448.0,229249.0,1590.0,0.0,0.0,0.0,0.0,647.26MB,301.0,True,,,1891.0,Monolithic,46658.0,381448.0,1.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,6,2,647.26
BW-6-3,mono,262146.0,262145.0,2193946.0,1426232.0,9505.0,0.0,0.0,0.0,0.0,3.67GB,1225.0,True,,,10730.0,Monolithic,262146.0,2193946.0,1.0,1.0,0.65,1.0,0.0,0.0,0.0,0.0,6,3,3758.08
BW-6-4,mono,,,,,,,,,,0MB,,,,Exception,-1.0,Monolithic,,,,,,,,,,,6,4,
BW-7-1,compos,50415.0,7288.0,147743.0,30321.0,1678165.0,1100.0,0.0,1.0,61592.0,734.85MB,28.0,True,BFS,,1678193.0,BFS,16386.0,147743.0,0.44,3.08,0.21,1.0,0.7445,0.0,0.0007,41.6886,7,1,734.85
BW-7-1,compos,,,,,,,,,,0MB,,,MA,TO,1800000.0,MA,16386.0,147743.0,,,,,,,,,7,1,
BW-7-1,compos,10445.0,2102.0,37095.0,7227.0,1429679.0,23018.0,0.0,1.0,0.0,471.47MB,29.0,True,RA,,1429708.0,RA,16386.0,147743.0,0.13,0.64,0.05,0.25,15.5798,0.0,0.0007,0.0,7,1,471.47
BW-7-1,mono,16386.0,16385.0,147743.0,71670.0,654.0,0.0,0.0,0.0,0.0,261.56MB,190.0,True,,,844.0,Monolithic,16386.0,147743.0,1.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,7,1,261.56
BW-7-2,compos,,,,,,,,,,0MB,,,RA,TO,1800000.0,RA,279938.0,2645513.0,,,,,,,,,7,2,
BW-7-2,compos,,,,,,,,,,0MB,,,BFS,TO,1800000.0,BFS,279938.0,2645513.0,,,,,,,,,7,2,
BW-7-2,mono,279938.0,279937.0,2645513.0,1570049.0,11467.0,0.0,0.0,0.0,0.0,4.23GB,1386.0,True,,,12853.0,Monolithic,279938.0,2645513.0,1.0,1.0,0.59,1.0,0.0,0.0,0.0,0.0,7,2,4331.52
BW-7-3,mono,,,,,,,,,,0MB,,,,Exception,-1.0,Monolithic,,,,,,,,,,,7,3,
BW-8-1,compos,,,,,,,,,,0MB,,,BFS,TO,1800000.0,BFS,65538.0,668492.0,,,,,,,,,8,1,
BW-8-1,compos,,,,,,,,,,0MB,,,RA,TO,1800000.0,RA,65538.0,668492.0,,,,,,,,,8,1,
BW-8-1,mono,65538.0,65537.0,668492.0,321376.0,2342.0,0.0,0.0,0.0,0.0,1.21GB,429.0,True,,,2771.0,Monolithic,65538.0,668492.0,1.0,1.0,0.48,1.0,0.0,0.0,0.0,0.0,8,1,1239.04
BW-8-2,mono,,,,,,,,,,0MB,,,,Exception,-1.0,Monolithic,,,,,,,,,,,8,2,
BW-9-1,mono,262146.0,262145.0,2988497.0,1422622.0,11900.0,0.0,0.0,0.0,0.0,4.65GB,1395.0,True,,,13295.0,Monolithic,262146.0,2988497.0,1.0,1.0,0.48,1.0,0.0,0.0,0.0,0.0,9,1,4761.6
BW-9-2,mono,,,,,,,,,,0MB,,,,Exception,-1.0,Monolithic,,,,,,,,,,,9,2,
